Stock Name,investor,Action,bulk_deal_date,bulk_deal_value,Quantity,Avg Price,Quantity Held,holding_average_price,profit_loss,Holder Name,holdings_change
Angel One Ltd.,vanguard-fund,Bought,2022-03-17,248.897229056,1548032,1607.83,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
BSE Ltd.,vanguard-fund,Bought,2022-03-17,228.58866017000003,801385,2852.42,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Birla Corporation Ltd.,vanguard-fund,Bought,2022-03-17,58.83552083000001,534917,1099.9,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Century Plyboards (India) Ltd.,vanguard-fund,Bought,2022-03-17,101.072632881,1491869,677.49,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Chemplast Sanmar Ltd.,vanguard-fund,Bought,2022-03-17,98.220626039,1661293,591.23,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Computer Age Management Services Ltd.,vanguard-fund,Bought,2022-03-17,114.23634649200001,480902,2375.46,989775.0,2791.1394003687706,-415.67940036877053,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,0.99
Grindwell Norton Ltd.,vanguard-fund,Bought,2022-03-17,197.36788377599999,1073772,1838.08,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,vanguard-fund,Bought,2022-03-17,226.208288727,2998241,754.47,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
KNR Constructions Ltd.,vanguard-fund,Bought,2022-03-17,64.918621812,2285706,284.02,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Krishna Institute of Medical Sciences Ltd.,vanguard-fund,Bought,2022-03-17,56.710653984000004,430461,1317.44,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Mastek Ltd.,vanguard-fund,Bought,2022-03-17,100.19775129,326410,3069.69,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
NIIT Ltd.,vanguard-fund,Bought,2022-03-17,73.88078347099999,1559423,473.77,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Nuvoco Vistas Corporation Ltd.,vanguard-fund,Bought,2022-03-17,68.508929577,1813317,377.81,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Route Mobile Ltd.,vanguard-fund,Bought,2022-03-17,78.79034679,506137,1556.7,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Saregama India Ltd.,vanguard-fund,Bought,2022-03-17,64.729307712,147376,4392.12,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Sundaram Finance Ltd.,vanguard-fund,Sold,2022-03-17,420.4260905,2278300,1845.35,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
UTI Asset Management Company Ltd.,vanguard-fund,Bought,2022-03-17,232.973444275,2513225,926.99,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
VIP Industries Ltd.,vanguard-fund,Bought,2022-03-17,80.854078332,1276892,633.21,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Vardhman Textiles Ltd.,vanguard-fund,Bought,2022-03-17,122.18091739200001,462192,2643.51,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
YES Bank Ltd.,vanguard-fund,Bought,2022-03-17,480.466022034,369873766,12.99,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Ecoplast Ltd.,ashok-kumar-jain,Bought,2022-03-04,0.145906912,15856,92.02,,,,ASHOK JAIN,
Ambika Cotton Mills Ltd.,kedia,Bought,2022-02-03,8.974050184,40007,2243.12,,,,VIJAY KEDIA,
Heads UP Ventures Ltd.,rameshdamani,Bought,2022-02-03,0.35388792,206952,17.1,,,,RAMESH S DAMANI HUF,
Heads UP Ventures Ltd.,rameshdamani,Sold,2022-02-03,0.35388792,206952,17.1,,,,RAMESH SHRICHAND DAMANI,
Innovative Ideals and Services (India) Ltd.,ashok-kumar-jain,Sold,2022-01-28,0.0648,81000,8.0,,,,ASHOK KUMAR JAIN HUF,
Indiabulls Housing Finance Ltd.,jhunjhunwala,Bought,2022-01-20,76.65,3500000,219.0,,,,JHUNJHUNWALA RAKESH,
Indiabulls Housing Finance Ltd.,jhunjhunwala,Bought,2022-01-20,32.85,1500000,219.0,,,,JHUNJHUNWALA REKHA,
Indiabulls Housing Finance Ltd.,jhunjhunwala,Bought,2022-01-20,76.65,3500000,219.0,,,,JHUNJHUNWALA RAKESH,
Indiabulls Housing Finance Ltd.,jhunjhunwala,Sold,2022-01-20,32.85,1500000,219.0,,,,RARE ENTERPRISES,
Indiabulls Housing Finance Ltd.,jhunjhunwala,Sold,2022-01-20,76.65,3500000,219.0,,,,RARE ENTERPRISES,
Tata Motors Limited (DVR),jhunjhunwala,Bought,2022-01-12,31.875,1250000,255.0,,,,RAKESH RADHEYSHYAM JHUNJHUNWALA,
Tata Motors Limited (DVR),jhunjhunwala,Sold,2022-01-12,31.875,1250000,255.0,,,,RARE ENTERPRISES,
Innovative Ideals and Services (India) Ltd.,ashok-kumar-jain,Bought,2022-01-04,0.050199999999999995,100000,5.02,,,,ASHOK KUMAR JAIN HUF,
Sastasundar Ventures Ltd.,ashish-kacholia,Bought,2021-12-27,10.0575,225000,447.0,598902.0,439.8048428624383,7.195157137561694,ASHISH KACHOLIA,0.0
Sastasundar Ventures Ltd.,ashish-kacholia,Bought,2021-12-27,10.0575,225000,447.0,598902.0,439.8048428624383,7.195157137561694,ASHISH KACHOLIA,0.0
C.E. Info Systems Ltd.,goldman,Bought,2021-12-21,52.475047692000004,376708,1392.99,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
RateGain Travel Technologies Ltd.,goldman,Bought,2021-12-17,26.033245317,719727,361.71,2876331.0,661.1547836462494,-299.4447836462494,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.17
Hindustan Flurocarbons Ltd.,dilipkumar-lakhi,Sold,2021-12-16,0.186878,106000,17.63,,,,DILIPKUMAR VISHINDAS LAKHI,
Hindustan Flurocarbons Ltd.,dilipkumar-lakhi,Sold,2021-12-15,0.17507324800000001,109216,16.03,,,,DILIPKUMAR VISHINDAS LAKHI,
Simran Farms Ltd.,dolly-khanna,Bought,2021-11-29,0.32990703200000004,19642,167.96,54496.0,166.98473282442748,0.975267175572526,DOLLY KHANNA,-0.44
Simran Farms Ltd.,dolly-khanna,Bought,2021-11-24,0.302068536,22344,135.19,54496.0,166.98473282442748,-31.794732824427484,DOLLY KHANNA,-0.44
Ajanta Soya Ltd.,dolly-khanna,Bought,2021-11-22,2.06808,140000,147.72,,,,DOLLY KHANNA,
SJS Enterprises Ltd.,goldman,Bought,2021-11-15,13.428241344,254786,527.04,1161080.0,618.3036483274194,-91.26364832741945,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.24
Fairchem Organics Ltd.,massachusetts,Bought,2021-11-10,15.556875,82970,1875.0,419857.0,1182.0691330619711,692.9308669380289,MIT#157G MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0.0
Fairchem Organics Ltd.,massachusetts,Bought,2021-11-10,75.444,402368,1875.0,419857.0,1182.0691330619711,692.9308669380289,MIT#853O-MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0.0
Fairchem Organics Ltd.,massachusetts,Bought,2021-11-10,15.556875,82970,1875.0,419857.0,1182.0691330619711,692.9308669380289,MIT#157G MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0.0
Fairchem Organics Ltd.,massachusetts,Bought,2021-11-10,75.444,402368,1875.0,419857.0,1182.0691330619711,692.9308669380289,MIT#853O-MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0.0
United Drilling Tools Ltd.,ashish-kacholia,Bought,2021-10-14,14.3,400000,357.5,,,,KACHOLIA ASHISH,
United Drilling Tools Ltd.,ashish-kacholia,Bought,2021-10-14,14.3,400000,357.5,,,,KACHOLIA ASHISH,
Le Lavoir Ltd.,ashok-kumar-jain,Bought,2021-10-13,0.0505512,26550,19.04,52800.0,104.16666666666669,-85.1266666666667,KAJAL ASHOK JAIN,0.0
Le Lavoir Ltd.,ashok-kumar-jain,Sold,2021-10-13,0.08986759799999999,47249,19.02,52800.0,104.16666666666669,-85.14666666666669,ASHOK DILIPKUMAR JAIN,0.0
Le Lavoir Ltd.,ashok-kumar-jain,Sold,2021-10-12,0.0882396,45720,19.3,52800.0,104.16666666666669,-84.86666666666669,KAJAL ASHOK JAIN,0.0
Le Lavoir Ltd.,ashok-kumar-jain,Bought,2021-10-12,0.23943270099999997,122849,19.49,52800.0,104.16666666666669,-84.67666666666669,ASHOK DILIPKUMAR JAIN,0.0
APL Apollo Tubes Ltd.,goldman,Bought,2021-10-05,253.3247793,2908770,870.9,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
APL Apollo Tubes Ltd.,goldman,Bought,2021-10-05,253.3247793,2908770,870.9,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
APL Apollo Tubes Ltd.,goldman,Sold,2021-10-05,253.3247793,2908770,870.9,,,,GOLDMAN SACHS INDIA FUND LIMITED,
APL Apollo Tubes Ltd.,goldman,Sold,2021-10-05,253.3247793,2908770,870.9,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Faze Three Ltd.,ashish-kacholia,Bought,2021-09-29,12.996,450000,288.8,1317554.0,472.61820008895273,-183.81820008895272,ASHISH RAMESHCHANDRA KACHOLIA,0.19
ICICI Bank Ltd.,goldman,Bought,2021-09-28,345.59465778,4734822,729.9,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
ICICI Bank Ltd.,goldman,Sold,2021-09-28,345.59465778,4734822,729.9,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Reliance Industries Ltd.,goldman,Bought,2021-09-28,227.268,900000,2525.2,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Reliance Industries Ltd.,goldman,Sold,2021-09-28,227.268,900000,2525.2,,,,GOLDMAN SACHS INDIA LIMITED,
Stove Kraft Ltd.,goldman,Bought,2021-09-28,90.35057260500001,957763,943.35,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
Stove Kraft Ltd.,goldman,Sold,2021-09-28,90.35057260500001,957763,943.35,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Sundram Fasteners Ltd.,goldman,Bought,2021-09-28,91.87429524000001,1011052,908.7,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Sundram Fasteners Ltd.,goldman,Sold,2021-09-28,91.87429524000001,1011052,908.7,,,,GOLDMAN SACHS INDIA LIMITED,
Tata Communications Ltd.,goldman,Bought,2021-09-28,28.551,200000,1427.55,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Tata Communications Ltd.,goldman,Sold,2021-09-28,28.551,200000,1427.55,,,,GOLDMAN SACHS INDIA LIMITED,
Tube Investments of India Ltd.,goldman,Bought,2021-09-28,97.12764409,675107,1438.7,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
Tube Investments of India Ltd.,goldman,Sold,2021-09-28,97.12764409,675107,1438.7,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Route Mobile Ltd.,goldman,Bought,2021-09-24,174.744716575,874445,1998.35,654035.0,1556.338728049722,442.0112719502779,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,-0.07
Route Mobile Ltd.,goldman,Bought,2021-09-24,174.744716575,874445,1998.35,654035.0,1556.338728049722,442.0112719502779,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,-0.07
Route Mobile Ltd.,goldman,Sold,2021-09-24,174.744716575,874445,1998.35,654035.0,1556.338728049722,442.0112719502779,GOLDMAN SACHS INDIA FUND LIMITED,-0.07
Route Mobile Ltd.,goldman,Sold,2021-09-24,174.744716575,874445,1998.35,654035.0,1556.338728049722,442.0112719502779,GOLDMAN SACHS INDIA FUND LIMITED,-0.07
Sonata Software Ltd.,goldman,Bought,2021-09-24,92.1608205,998925,922.6,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
Sonata Software Ltd.,goldman,Bought,2021-09-24,92.1608205,998925,922.6,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
Sonata Software Ltd.,goldman,Sold,2021-09-24,92.1608205,998925,922.6,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Sonata Software Ltd.,goldman,Sold,2021-09-24,92.1608205,998925,922.6,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Tata Communications Ltd.,goldman,Bought,2021-09-24,146.53107,1003500,1460.2,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Tata Communications Ltd.,goldman,Sold,2021-09-24,146.53107,1003500,1460.2,,,,GOLDMAN SACHS INDIA LIMITED,
Tata Power Company Ltd.,goldman,Bought,2021-09-24,155.703714595,10839103,143.65,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
Tata Power Company Ltd.,goldman,Sold,2021-09-24,155.703714595,10839103,143.65,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Torrent Pharmaceuticals Ltd.,goldman,Bought,2021-09-24,117.0413527,377285,3102.2,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
Torrent Pharmaceuticals Ltd.,goldman,Sold,2021-09-24,117.0413527,377285,3102.2,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Trent Ltd.,goldman,Bought,2021-09-24,79.32364752000001,785616,1009.7,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Trent Ltd.,goldman,Sold,2021-09-24,79.32364752000001,785616,1009.7,,,,GOLDMAN SACHS INDIA LIMITED,
Zensar Technologies Ltd.,goldman,Bought,2021-09-24,130.8526212,2575839,508.0,3611341.0,540.0486965922078,-32.04869659220776,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.04
Zensar Technologies Ltd.,goldman,Bought,2021-09-24,130.8526212,2575839,508.0,3611341.0,540.0486965922078,-32.04869659220776,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.04
Zensar Technologies Ltd.,goldman,Sold,2021-09-24,130.8526212,2575839,508.0,3611341.0,540.0486965922078,-32.04869659220776,GOLDMAN SACHS INDIA LIMITED,0.04
Zensar Technologies Ltd.,goldman,Sold,2021-09-24,130.8526212,2575839,508.0,3611341.0,540.0486965922078,-32.04869659220776,GOLDMAN SACHS INDIA LIMITED,0.04
ICICI Bank Ltd.,goldman,Bought,2021-09-22,832.1625,11700000,711.25,,,,GOLDMAN SACHS FDS GOLDMAN SACHS INDIA EQ PORTFOLIO,
ICICI Bank Ltd.,goldman,Sold,2021-09-22,832.1625,11700000,711.25,,,,GOLDMAN SACHS INDIA FUND LIMITED,
CarTrade Tech Ltd.,goldman,Bought,2021-09-20,23.56043265,162234,1452.25,549208.0,786.4051506897205,665.8448493102795,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.07
CarTrade Tech Ltd.,goldman,Sold,2021-09-20,23.56043265,162234,1452.25,549208.0,786.4051506897205,665.8448493102795,GOLDMAN SACHS INDIA FUND LIMITED,0.07
PNC Infratech Ltd.,goldman,Bought,2021-09-20,162.847759635,4407843,369.45,4716877.0,323.0527317121053,46.39726828789469,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.12
PNC Infratech Ltd.,goldman,Sold,2021-09-20,162.847759635,4407843,369.45,4716877.0,323.0527317121053,46.39726828789469,GOLDMAN SACHS INDIA FUND LIMITED,0.12
Persistent Systems Ltd.,goldman,Bought,2021-09-20,142.45140486499997,402479,3539.35,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Persistent Systems Ltd.,goldman,Sold,2021-09-20,142.45140486499997,402479,3539.35,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Railtel Corporation of India Ltd.,goldman,Bought,2021-09-20,90.974456235,6963219,130.65,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Railtel Corporation of India Ltd.,goldman,Sold,2021-09-20,90.974456235,6963219,130.65,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Rossari Biotech Ltd.,goldman,Bought,2021-09-20,98.49805177500001,666135,1478.65,666135.0,709.9161581361135,768.7338418638866,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.0
Rossari Biotech Ltd.,goldman,Sold,2021-09-20,98.49805177500001,666135,1478.65,666135.0,709.9161581361135,768.7338418638866,GOLDMAN SACHS INDIA FUND LIMITED,0.0
SBI Cards and Payment Services Ltd.,goldman,Bought,2021-09-20,151.8719818,1408831,1078.0,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
SBI Cards and Payment Services Ltd.,goldman,Sold,2021-09-20,151.8719818,1408831,1078.0,,,,GOLDMAN SACHS INDIA FUND LIMITED,
State Bank of India,goldman,Bought,2021-09-20,304.51962051,6706742,454.05,,,,GOLDMAN SACHS FUNDS GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
State Bank of India,goldman,Sold,2021-09-20,304.51962051,6706742,454.05,,,,GOLDMAN SACHS INDIA FUND LIMITED,
Aster DM Healthcare Ltd.,vanguard-fund,Bought,2021-09-17,57.550904165999995,2659223,216.42,,,,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),
KEI Industries Ltd.,vanguard-fund,Bought,2021-09-17,40.853154804,482009,847.56,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
KEI Industries Ltd.,vanguard-fund,Bought,2021-09-17,42.781608072,504762,847.56,,,,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),
KPIT Technologies Ltd.,vanguard-fund,Bought,2021-09-17,76.78848058199999,2401366,319.77,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
KPIT Technologies Ltd.,vanguard-fund,Bought,2021-09-17,69.771543633,2181929,319.77,,,,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),
Praj Industries Ltd.,vanguard-fund,Bought,2021-09-17,31.606842331,924961,341.71,,,,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),
L&T Technology Services Ltd.,goldman,Bought,2021-09-16,188.57498736,412348,4573.2,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
L&T Technology Services Ltd.,goldman,Sold,2021-09-16,188.57498736,412348,4573.2,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Laxmi Organic Industries Ltd.,goldman,Bought,2021-09-16,119.34492171,1995234,598.15,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Laxmi Organic Industries Ltd.,goldman,Bought,2021-09-16,119.34492171,1995234,598.15,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Laxmi Organic Industries Ltd.,goldman,Sold,2021-09-16,119.34492171,1995234,598.15,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Laxmi Organic Industries Ltd.,goldman,Sold,2021-09-16,119.34492171,1995234,598.15,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Lupin Ltd.,goldman,Bought,2021-09-16,125.27047372,1265614,989.8,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Lupin Ltd.,goldman,Sold,2021-09-16,125.27047372,1265614,989.8,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Mahindra Logistics Ltd.,goldman,Bought,2021-09-16,116.35976293500002,1630031,713.85,1630031.0,361.22012403445086,352.62987596554916,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.0
Mahindra Logistics Ltd.,goldman,Bought,2021-09-16,116.35976293500002,1630031,713.85,1630031.0,361.22012403445086,352.62987596554916,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.0
Mahindra Logistics Ltd.,goldman,Sold,2021-09-16,116.35976293500002,1630031,713.85,1630031.0,361.22012403445086,352.62987596554916,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,0.0
Mahindra Logistics Ltd.,goldman,Sold,2021-09-16,116.35976293500002,1630031,713.85,1630031.0,361.22012403445086,352.62987596554916,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,0.0
Marico Ltd.,goldman,Bought,2021-09-16,174.05497935,3098442,561.75,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Marico Ltd.,goldman,Sold,2021-09-16,174.05497935,3098442,561.75,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
Newgen Software Technologies Ltd.,goldman,Bought,2021-09-16,162.83000701,2678786,607.85,2200151.0,1299.6835217219182,-691.8335217219181,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,-0.32
Newgen Software Technologies Ltd.,goldman,Bought,2021-09-16,162.83000701,2678786,607.85,2200151.0,1299.6835217219182,-691.8335217219181,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,-0.32
Newgen Software Technologies Ltd.,goldman,Sold,2021-09-16,162.83000701,2678786,607.85,2200151.0,1299.6835217219182,-691.8335217219181,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,-0.32
Newgen Software Technologies Ltd.,goldman,Sold,2021-09-16,162.83000701,2678786,607.85,2200151.0,1299.6835217219182,-691.8335217219181,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,-0.32
Syngene International Ltd.,goldman,Bought,2021-09-16,120.9339536,1815280,666.2,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Syngene International Ltd.,goldman,Sold,2021-09-16,120.9339536,1815280,666.2,,,,GOLDMAN SACHS ASSET MANAGEMENT LLC A/C GOLDMAN SACHS INDIA FUND LIMITED,
AKM Creations Ltd.,ashok-kumar-jain,Bought,2021-09-14,0.063,30000,21.0,,,,RONAK ASHOKKUMAR JAIN,
Devyani International Ltd.,goldman,Bought,2021-09-14,42.7908096,3714480,115.2,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Devyani International Ltd.,goldman,Sold,2021-09-14,42.7908096,3714480,115.2,,,,GOLDMAN SACHS INDIA LIMITED,
ISGEC Heavy Engineering Ltd.,goldman,Bought,2021-09-14,100.93071397500002,1383655,729.45,1137875.0,896.5835438866308,-167.13354388663072,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.1
ISGEC Heavy Engineering Ltd.,goldman,Bought,2021-09-14,100.93071397500002,1383655,729.45,1137875.0,896.5835438866308,-167.13354388663072,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,0.1
ISGEC Heavy Engineering Ltd.,goldman,Sold,2021-09-14,100.93071397500002,1383655,729.45,1137875.0,896.5835438866308,-167.13354388663072,GOLDMAN SACHS INDIA LIMITED,0.1
ISGEC Heavy Engineering Ltd.,goldman,Sold,2021-09-14,100.93071397500002,1383655,729.45,1137875.0,896.5835438866308,-167.13354388663072,GOLDMAN SACHS INDIA LIMITED,0.1
JK Cement Ltd.,goldman,Bought,2021-09-14,120.2162781,346260,3471.85,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
JK Cement Ltd.,goldman,Sold,2021-09-14,120.2162781,346260,3471.85,,,,GOLDMAN SACHS INDIA LIMITED,
KEI Industries Ltd.,goldman,Bought,2021-09-14,118.54221093,1472757,804.9,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
KEI Industries Ltd.,goldman,Bought,2021-09-14,118.54221093,1472757,804.9,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
KEI Industries Ltd.,goldman,Sold,2021-09-14,118.54221093,1472757,804.9,,,,GOLDMAN SACHS INDIA LIMITED,
KEI Industries Ltd.,goldman,Sold,2021-09-14,118.54221093,1472757,804.9,,,,GOLDMAN SACHS INDIA LIMITED,
Kajaria Ceramics Ltd.,goldman,Bought,2021-09-14,159.70811999999998,1362000,1172.6,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Kajaria Ceramics Ltd.,goldman,Bought,2021-09-14,159.70811999999998,1362000,1172.6,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Kajaria Ceramics Ltd.,goldman,Sold,2021-09-14,159.70811999999998,1362000,1172.6,,,,GOLDMAN SACHS INDIA LIMITED,
Kajaria Ceramics Ltd.,goldman,Sold,2021-09-14,159.70811999999998,1362000,1172.6,,,,GOLDMAN SACHS INDIA LIMITED,
Kotak Mahindra Bank Ltd.,goldman,Bought,2021-09-14,261.70138624000003,1424768,1836.8,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
Kotak Mahindra Bank Ltd.,goldman,Sold,2021-09-14,261.70138624000003,1424768,1836.8,,,,GOLDMAN SACHS INDIA LIMITED,
Sona BLW Precision Forgings Ltd.,goldman,Bought,2021-09-14,207.35713976999997,3553374,583.55,,,,GOLDMAN SACHS FUNDS - GOLDMAN SACHS INDIA EQUITY PORTFOLIO,
